"Cancel","ರದ್ದುಗೊಳಿಸು","ರದ್ದು",
"Caption","ಶೀರ್ಷಿಕೆ","ಶೀರ್ಷಿಕೆ",
"Cells","ಕೋಶಗಳು","ಕೋಶಗಳು",
"Changes","ಬದಲಾವಣೆಗಳು","ಬದಲಾವಣೆಗಳು, ಮಾರ್ಪಾಡುಗಳು",
"Character","ಅಕ್ಷರ","ಅಕ್ಷರ",
"Chart","ನಕ್ಷೆ","ನಕ್ಷೆ",
"Clear","ತೆರವುಗೊಳಿಸು","ತೆರವು",
"Close","ಮುಚ್ಚು","ಮುಚ್ಚು",
"Column","ಲಂಬಸಾಲು","ಉದ್ದಸಾಲು",
"Computer","ಗಣಕ","ಗಣಕ",
"Consolidate","ಕ್ರೋಢೀಕರಿಸು","ಕ್ರೋಡೀಕರಿಸು",
"Contact","ಸಂಪರ್ಕವಿಳಾಸ","ಸಂಪರ್ಕ",
"Contents","ಒಳ ಅಂಶಗಳು","ಒಳಪಿಡಿ",
"Control","ನಿಯಂತ್ರಣ","ನಿಯಂತ್ರಣ",
"Convert","ಪರಿವರ್ತಿಸು","ಪರಿವರ್ತಿಸು",
"Copy","ಕಾಪಿ ಮಾಡು","ಪ್ರತಿಮಾಡು",
"Create","ಸೃಷ್ಟಿಸು","ರಚಿಸು",
"Customize","ಇಚ್ಛೆಗೆ ತಕ್ಕಂತೆ ಬದಲಾಯಿಸು","ಅಗತ್ಯಾನುಗುಣ",
"Cut","ಕತ್ತರಿಸು","ಕತ್ತರಿಸು",
"DataPilot","ಡೇಟಾಪೈಲಟ್","ದತ್ತಮಾದರಿ",
"Day","ದಿನ","ದಿನ",
"Delete","ಅಳಿಸು","ಅಳಿಸು",
"Desktop","ಗಣಕತೆರೆ","ಗಣಕತೆರೆ (ಡೆಸ್ಕ್‍ಟಾಪ್)",
"Detective","ಪತ್ತೆದಾರಿ","ಪತ್ತೆ",
"Dictionary","ಶಬ್ಧಕೋಶ","ನಿಘಂಟು",
"Display","ಪ್ರದರ್ಶಕ, ಪ್ರದರ್ಶಿಸು","ಪ್ರದರ್ಶನ",
"Documentations","ದಸ್ತಾವೇಜೀಕರಣಗಳು","ದಸ್ತಾವೇಜಿಕರಣ",
"Documents","ದಸ್ತಾವೇಜುಗಳು","ದಸ್ತಾವೇಜುಗಳು",
"Downloads","ನಕಲಿಳಿಕೆಗಳು","ಇಳಿಕೆಗಳು",
"Drafts","ಡ್ರಾಫ್ಟುಗಳು, ಕರಡುಪ್ರತಿಗಳು","ಕರಡು",
"Duplicate","ನಕಲುಪ್ರತಿ","ನಕಲು",
"Edit","ಸಂಪಾದಿಸು","ಸಂಪಾದಿಸು",
"Envelope","ಲಕೋಟೆ","ಲಕೋಟೆ",
"Exit","ನಿರ್ಗಮಿಸು, ನಿರ್ಗಮನ","ಹೊರಗೆ",
"Export","ರಫ್ತು, ರಫ್ತುಮಾಡು","ರಫ್ತು",
"Expunge","ಒರೆಸಿಹಾಕು","ತೆಗೆದುಹಾಕು",
"Extensions","ವಿಸ್ತರಣೆಗಳು","ವಿಸ್ತರಣೆಗಳು",
"Eyedropper","ಐಡ್ರಾಪರ್","ಪಿಚಕಾರಿ",
"Fields","ಕ್ಷೇತ್ರಗಳು","ಕ್ಷೇತ್ರಗಳು",
"File","ಕಡತ","ಕಡತ",
"Fill","ತುಂಬಿಸು","ತುಂಬಿಸು",
"Filter","ಸೋಸುಗ","ಸೋಸುಕ",
"Find","ಹುಡುಕು","ಹುಡುಕು",
"Flip","ಹೊರಳಿಸು","ಹೊರಳಿಸು",
"Folder","ಕಡತಕೋಶ","ಕಡತಕೋಶ",
"Fonts","ಅಕ್ಷರಶೈಲಿಗಳು","ಅಕ್ಷರಶೈಲಿಗಳು",
"Footer","ಅಡಿಲೇಖ","ಅಡಿಬರಹ",
"Footnotes","ಅಡಿಟಿಪ್ಪಣಿಗಳು","ಅಡಿಟಿಪ್ಪಣಿ",
"Form","ನಮೂನೆ","ನಮೂನೆ",
"Format","ಫಾರ್ಮಾಟ್, ಮಾದರಿ","ವಿನ್ಯಾಸ",
"Formula","ಸೂತ್ರ","ಸೂತ್ರ",
"Forward","ಫಾರ್ವಾರ್ಡ್, ಮುಂದಕ್ಕೆ","ಮುಂದೆ ಕಳಿಸು",
"Frame","ಚೌಕಟ್ಟು","ಚೌಕಟ್ಟು",
"Freeze","ಅಲುಗಾಡದಿರು","ಸ್ಥಗಿತಗೊಳಿಸು , ತಡೆಹಿಡಿ",
"Full Screen","ಪೂರ್ಣ ತೆರೆ","ಪೂರ್ಣತೆರೆ",
"Function","ಕಾರ್ಯಭಾರ","ಕಾರ್ಯಭಾರ",
"Gallery","ಸಂಗ್ರಹ","ಸಂಗ್ರಹ",
"Graphics","ಗ್ರಾಫಿಕ್ಸ್","ಚಿತ್ರ ಸಂಬಂಧಿ",
"Grid","ಚೌಕಜಾಲ","ಹೆಣಿಗೆ",
"Group","ಗುಂಪು","ಗುಂಪು",
"Guides","ಮಾರ್ಗದರ್ಶಿಗಳು","ಮಾರ್ಗದರ್ಶಿಗಳು",
"Header","ಶಿರೋಲೇಖ","ತಲೆಬರಹ",
"Help","ನೆರವು","ನೆರವು",
"Hibernate","ಹೈಬರ್ನೇಟ್","ನೆನಪಿನೊಡನೆ ಮುಚ್ಚು",
"History","ಇತಿಹಾಸ","ಇತಿಹಾಸ",
"Home","ನೆಲೆ","ಮುಖಪುಟ",
"Hyperlink","ವಿಸ್ತೃತ ಸಂಪರ್ಕಕೊಂಡಿ, ಹೈಪರ್ಲಿಂಕ್","ಸಂಪರ್ಕಕೊಂಡಿ",
"ImageMap","ಚಿತ್ರನಕ್ಷೆ","ಚಿತ್ರನಕ್ಷೆ",
"Import","ಆಮದು, ಆಮದು ಮಾಡಿಕೊ","ಆಮದು",
"Inbox","ಒಳಪೆಟ್ಟಿಗೆ","ಒಳಪೆಟ್ಟಿಗೆ",
"Input Method","ಇನ್‌ಪುಟ್ ವಿಧಾನ","ಊಡಿಕೆ ವಿಧಾನ",
"Insert","ಸೇರಿಸು","ಸೇರಿಸು/ಅಳವಡಿಸು",
"Interaction","ಸಂವಹನ","ಪ್ರತಿಸ್ಪಂದನೆ",
"Internet","ಅಂತರಜಾಲ","ಅಂತರಜಾಲ",
"Junk","ರದ್ದಿ","ಕಸ",
"Keyboard","ಕೀಲಿಮಣೆ","ಕೀಲಿಮಣೆ",
"Language","ಭಾಷೆ","ಭಾಷೆ",
"Launch","ಪ್ರಾರಂಭಿಸು","ಪ್ರಾರಂಭಿಸು",
"Layout","ರೂಪರೇಖೆ","ವಿನ್ಯಾಸ",
"Line","ಸಾಲು, ರೇಖೆ","ಸಾಲು, ಗೆರೆ",
"Links","ಸಂಪರ್ಕ ಕೊಂಡಿಗಳು","ಕೊಂಡಿಗಳು",
"List","ಪಟ್ಟಿ","ಪಟ್ಟಿ",
"Macros","ಮ್ಯಾಕ್ರೊಗಳು","ಮ್ಯಾಕ್ರೋ ಅನ್ವಯ",
"Master","ಪ್ರಧಾನ","ಪ್ರಧಾನ",
"Message","ಸಂದೇಶ","ಸಂದೇಶ",
"Month","ತಿಂಗಳು","ತಿಂಗಳು",
"Mouse","ಮೌಸ್","ಮೌಸ್‌",
"Move","ಜರುಗಿಸು","ಜರುಗಿಸು",
"Names","ಹೆಸರುಗಳು","ಹೆಸರುಗಳು",
"Navigator","ನಾವಿಕ","ಪಥ ನಿರ್ದೇಶಕ",
"Network","ಜಾಲಬಂಧ","ಜಾಲಬಂಧ",
"New","ಹೊಸ","ಹೊಸ",
"Next","ಮುಂದಿನ","ಮುಂದಿನ",
"Normal","ಸಾಮಾನ್ಯ","ಸಾಮಾನ್ಯ",
"Note","ಸೂಚನೆ","ಟಿಪ್ಪಣಿ",
"Object","ವಸ್ತು","ವಸ್ತು",
"Office","ಕಛೇರಿ","ಕಛೇರಿ",
"Open","ತೆರೆ","ತೆರೆ",
"Options","ಆಯ್ಕೆಗಳು","ಆಯ್ಕೆಗಳು",
"Outbox","ಹೊರಪೆಟ್ಟಿಗೆ","ಹೊರಪೆಟ್ಟಿಗೆ",
"Outline","ಹೊರರೇಖೆ","ಹೊರಗೆರೆ",
"Page","ಪುಟ","ಪುಟ",
"Paragraph","ಪ್ಯಾರಾಗ್ರಾಫ್","ವಾಕ್ಯವೃಂದ",
"Password","ಗುಪ್ತಪದ, ಪ್ರವೇಶಪದ","ದಾಟುಪದ",
"Paste","ಅಂಟಿಸು","ಅಂಟಿಸು",
"Permissions","ಅನುಮತಿಗಳು","ಅನುಮತಿಗಳು",
"Personal","ವೈಯಕ್ತಿಕ","ವೈಯಕ್ತಿಕ",
"Picture","ಚಿತ್ರ","ಚಿತ್ರ",
"Places","ಸ್ಥಳಗಳು","ಸ್ಥಳಗಳು",
"Plug-in","ಪ್ಲಗ್-ಇನ್","ಪ್ಲಗ್-ಇನ್",
"Points","ಬಿಂದುಗಳು","ಚುಕ್ಕೆಗಳು",
"Preferences","ಆದ್ಯತೆಗಳು","ಆದ್ಯತೆಗಳು",
"Presentation","ಪ್ರಸ್ತುತಿ","ಮಂಡನೆ",
"preview","ಮುನ್ನೋಟ","ಮುನ್ನೋಟ",
"Previous","ಹಿಂದಿನ","ಹಿಂದಿನ",
"Print ","ಮುದ್ರಿಸು ","ಮುದ್ರಿಸು",
"Printing","ಮುದ್ರಣ","ಮುದ್ರಣ",
"Privacy","ಗೌಪ್ಯತೆ","ಖಾಸಗಿ",
"Profiles","ಪ್ರೊಫೈಲುಗಳು","ಪರಿಚೆ?",
"Programming","ಪ್ರೊಗ್ರಾಮಿಂಗ್","ಕ್ರಮವಿಧಿ",
"Properties","ಗುಣಗಳು","ಗುಣಗಳು",
"Protect Cell","ಕೋಶವನ್ನು ಸಂರಕ್ಷಿಸು","ಕೋಶವನ್ನು ಸಂರಕ್ಷಿಸು",
"Purge","ತೊಲಗಿಸು","ಶಾಶ್ವತ ಅಳಿಸು",
"Quit","ತ್ಯಜಿಸು","ಹೊರಗೆ",
"Redo","ಪುನಃ ಮಾಡು","ಮತ್ತೆ ಮಾಡು",
"Registration","ನೋಂದಣಿ","ನೋಂದಣಿ",
"Reload","ಮರಳಿ ಲೋಡ್‌ ಮಾಡು, ಮರಳಿ ತುಂಬಿಸು","ಮರಳಿ ತುಂಬು",
"Rename","ಹೆಸರು ಬದಲಿಸು","ಮರುಹೆಸರಿಸು",
"Repeat","ಪುನರಾವರ್ತಿಸು","ಪುನರಾವರ್ತಿಸು",
"Replace","ಬದಲಿಸು","ಬದಲಿಸು",
"Reset","ಮರುಹೊಂದಿಸು","ಮರುಹೊಂದಿಸು",
"Restart","ಮರಳಿ ಆರಂಭಿಸು","ಪುನರಾರಂಭ",
"Revert","ಹಿಮ್ಮರಳಿಸು","ಹಿಮ್ಮರಳು",
"Row","ಅಡ್ಡಸಾಲು","ಅಡ್ಡಸಾಲು",
"Ruler","ಗೆರೆಪಟ್ಟಿ","ಗೆರೆಪಟ್ಟಿ",
"Save","ಉಳಿಸು","ಉಳಿಸು",
"Scenarios","ಸನ್ನಿವೇಶಗಳು","ದೃಶ್ಯವಿವರ",
"Screensaver","ಪರದೆರಕ್ಷಕ","ರಕ್ಷಣಾತೆರೆ",
"Script","ಸ್ಕ್ರಿಪ್ಟು","ಆದೇಶಗುಚ್ಛ",
"Search","ಹುಡುಕು","ಹುಡುಕು",
"Section","ವಿಭಾಗ","ವಿಭಾಗ",
"Select","ಆರಿಸು","ಆರಿಸು",
"Send","ಕಳುಹಿಸು","ಕಳುಹಿಸು",
"Sent","ಕಳುಹಿಸಲಾಗಿದೆ","ಕಳುಹಿಸಲಾಗಿದೆ",
"Services","ಸೇವೆಗಳು","ಸೇವೆಗಳು",
"Sessions","ಅಧಿವೇಶನಗಳು","ಅಧಿವೇಶನಗಳು",
"Sheet","ಹಾಳೆ","ಹಾಳೆ",
"Show","ತೋರಿಸು","ತೋರಿಸು",
"Sidebar","ಬದಿಪಟ್ಟಿ","ಬದಿಪಟ್ಟಿ",
"Slide","ಜಾರಿಸು","ಜಾರುಫಲಕ",
"Sort","ವರ್ಗೀಕರಿಸು","ವಿಂಗಡಿಸು",
"Spellcheck","ಕಾಗುಣಿತಪರೀಕ್ಷೆ","ಪದಪರೀಕ್ಷೆ",
"Split","ವಿಭಜಿಸು","ವಿಭಜಿಸು",
"Spreadsheet","ಸ್ಪ್ರೆಡ್‌ಶೀಟ್","ಸ್ಪ್ರೆಡ್‌ಶೀಟ್",
"Statusbar","ಸ್ಥಿತಿಪಟ್ಟಿ","ಸ್ಥಿತಿಪಟ್ಟಿ",
"Stop","ನಿಲ್ಲಿಸು","ನಿಲ್ಲಿಸು",
"Subscriptions","ಚಂದಾದಾರಿಕೆಗಳು","ಚಂದಾಗಳು",
"Subtotals","ಉಪಮೊತ್ತಗಳು","ಉಪಮೊತ್ತಗಳು",
"Summary","ಸಾರಾಂಶ","ಸಾರಾಂಶ",
"Support","ಬೆಂಬಲ","ಬೆಂಬಲ",
"Suspend","ಕೆಲಕಾಲ ಜಡವಾಗಿಸು","ಅಮಾನತುಗೊಳಿಸು",
"System","ವ್ಯವಸ್ಥೆ","ವ್ಯವಸ್ಥೆ",
"Table","ಕೋಷ್ಟಕ","ಕೋಷ್ಟಕ",
"Tasks","ಕಾರ್ಯಗಳು","ಕಾರ್ಯಗಳು",
"Templates","ಸಿದ್ಧಮಾದರಿಗಳು","ಸಿದ್ಧಮಾದರಿಗಳು",
"Terminal","ಟರ್ಮಿನಲ್","ಆದೇಶತೆರೆ",
"Text","ಪಠ್ಯ","ಪಠ್ಯ",
"Themes","ತೀಮ್‌ಗಳು","ಆಶಯಗಳು",
"Toolbars","ಉಪಕರಣಪಟ್ಟಿಗಳು","ಉಪಕರಣಪಟ್ಟಿಗಳು",
"Tools","ಉಪಕರಣಗಳು","ಉಪಕರಣಗಳು",
"Trash","ಕಸದ ಬುಟ್ಟಿ","ಕಸದ ಬುಟ್ಟಿ",
"Type","ಬಗೆ","ಬಗೆ",
"Undo","ರದ್ದುಮಾಡು","ರದ್ದುಮಾಡು",
"Unmatched","ಹೊಂದಿಕೆಯಾಗದಿರುವ","ಹೊಂದಿಕೆಯಾಗದ",
"Untitled","ಶೀರ್ಷಿಕೆ ಇಲ್ಲದ","ತಲೆಬರಹವಿಲ್ಲದ",
"Update","ಅಪ್‌ಡೇಟ್","ಇತ್ತೇದಿಸು",
"Validity","ಸಿಂಧುತ್ವ","ಊರ್ಜಿತತೆ",
"Versions","ಆವೃತ್ತಿಗಳು","ಆವೃತ್ತಿಗಳು",
"View","ನೋಟ","ನೋಟ",
"Week","ವಾರ","ವಾರ",
"Window","ವಿಂಡೊ","ಕಿಟಕಿ",
"Wizards","ಗಾರುಡಿಗಳು","ಪರಿಣತ",
"Wrap","ಆವರಿಕೆ","ಹರಿವು",
"Zoom","ಗಾತ್ರ ಬದಲಾವಣೆ","ಹಿಗ್ಗಿಸು",
"About GNOME","GNOME ಕುರಿತು","ಜಿನೋಮ್ (ಗ್ನೋಮ್) ಬಗ್ಗೆ",
"About Me","ನನ್ನ ಕುರಿತು","ನನ್ನ ಬಗ್ಗೆ",
"About Mozilla Firefox","ಮೋಜಿಲ್ಲಾ ಫೈರ್ಫಾಕ್ಸ್ ಕುರಿತು","ಮೋಜಿಲ್ಲಾ ಫೈರ್ಫಾಕ್ಸ್ ಬಗ್ಗೆ",
"About Panels","ಪ್ಯಾನಲ್ಲುಗಳ ಕುರಿತು","ಪಟ್ಟಿಗಳ ಬಗ್ಗೆ",
"Add Bookmark","ಪುಟಗುರುತನ್ನು ಸೇರಿಸು","ಪುಟಗುರುತನ್ನು ಸೇರಿಸು",
"Add Buddy","ಗೆಳೆಯನನ್ನು ಸೇರಿಸು","ಗೆಳೆಯರನ್ನು ಸೇರಿಸು",
"Add Chat","ಹರಟೆಯನ್ನು ಸೇರಿಸು","ಹರಟೆ'-ಸೇರಿಸು",
"Add Group","ಗುಂಪನ್ನು ಸೇರಿಸು","ಗುಂಪು'-ಸೇರಿಸು",
"Add/Edit","ಸೇರಿಸು/ಸಂಪಾದಿಸು","ಸೇರಿಸು/ಸಂಪಾದಿಸು",
"Address Book","ವಿಳಾಸ ಪುಸ್ತಕ","ವಿಳಾಸ ಪುಸ್ತಕ",
"Advanced Search","ಸುಧಾರಿತ ಹುಡುಕಾಟ","ಸುಧಾರಿತ ಹುಡುಕಾಟ",
"Animated Image","ಚಲಿಸುವ ಚಿತ್ರ","ಸಂಚಲನ ಚಿತ್ರ",
"Any Category","ಯಾವುದೆ ವರ್ಗ","ಯಾವುದೇ ವರ್ಗ",
"Archive Manager","ಪತ್ರಾಗಾರ ವ್ಯವಸ್ಥಾಪಕ","ಸಂಗ್ರಹ ವ್ಯವಸ್ಥಾಪಕ",
"Arrange Items","ಅಂಶಗಳನ್ನು ಜೋಡಿಸು","ವಸ್ತುಗಳನ್ನು ಕ್ರಮಗೊಳಿಸು",
"Assign Task","ಕೆಲಸವನ್ನು ನಿಯೋಜಿಸು","ಕಾರ್ಯವನ್ನು ನಿಯೋಜಿಸು",
"Autocheck Spelling","ಕಾಗುಣಿತವನ್ನು ಸ್ವಯಂಪರೀಕ್ಷಿಸು","ಸ್ವಯಂ ಪದಪರೀಕ್ಷೆ",
"Bibliography Database","ಗ್ರಂಥಸೂಚಿ ದತ್ತಸಂಚಯ","ಗ್ರಂಥಸೂಚಿ ದತ್ತಸಂಚಯ",
"Bibliography Entry","ಗ್ರಂಥಸೂಚಿ ನಮೂದು","ಗ್ರಂಥಸೂಚಿ ನಮೂದು",
"Bottom Pane","ಕೆಳಗಿನ ಫಲಕ","ಕೆಳ ಪಟ್ಟಿ",
"Browse Folders","ಕಡತಕೋಶಗಳತ್ತ ಕಣ್ಣಾಡಿಸು","ಕಡತಕೋಶಗಳನ್ನು ವೀಕ್ಷಿಸು",
"Buddy Pounces","ಗೆಳೆಯನ ಮೇಲೆರೆಗುವಿಕೆ","ಗೆಳೆಯರ ಸಂಪರ್ಕ ಸೂಚನೆ",
"By Company","ಕಂಪನಿಯ ಆಧಾರದಿಂದ","ಸಂಸ್ಥೆಯ ಕ್ರಮದಲ್ಲಿ",
"Can't Restore","ಮರಳಿ ಸ್ಥಾಪಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ","ಮರುಸ್ಥಾಪನೆ ಸಾಧ್ಯವಿಲ್ಲ",
"Can't Undo","ರದ್ದು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ","ರದ್ದತಿ ಸಾಧ್ಯವಿಲ್ಲ",
"Caret Mode","ಕ್ಯಾರಟ್ ಕ್ರಮ","ಕ್ಯಾರಟ್ ಗುರುತಿನ ಸ್ಥಿತಿ",
"CD Player","CD ಚಾಲಕ","ಸಿ. ಡಿ. ಚಾಲಕ",
"Cell Contents","ಕೋಶದಲ್ಲಿನ ವಿಷಯಗಳು","ಕೋಶದ ಒಳಪಿಡಿ",
"Change Case","ಕೇಸನ್ನು ಬದಲಾಯಿಸು","ದೊಡ್ಡ/ಸಣ್ಣ ಅಕ್ಷರ",
"Change Language","ಭಾಷೆಯನ್ನು ಬದಲಾಯಿಸು","ಭಾಷೆಯನ್ನು ಬದಲಾಯಿಸು",
"Change Profile","ಪ್ರೊಫೈಲನ್ನು ಬದಲಾಯಿಸು","ಪರಿಚೆಯನ್ನು ಬದಲಾಯಿಸು",
"Change Session","ಅಧಿವೇಶನವನ್ನು ಬದಲಾಯಿಸು","ಅಧಿವೇಶನವನ್ನು ಬದಲಾಯಿಸು",
"Character Encoding","ಕ್ಯಾರೆಕ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್","ಅಕ್ಷರ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ",
"Character Map","ಅಕ್ಷರ ನಕ್ಷೆ","ಅಕ್ಷರ ನಕ್ಷೆ",
"Check Spelling","ಕಾಗುಣಿತವನ್ನು ಪರೀಕ್ಷಿಸು","ಪದಪರೀಕ್ಷಣೆ",
"Clear Highlight","ಹೈಲೈಟ್ ಅನ್ನು ತೆರವುಗೊಳಿಸು","ಬೆಳಗಿಸಿರುವುದನ್ನು ತೆರವುಗೊಳಿಸು",
"Clear Private Data","ಖಾಸಗಿ ದತ್ತಾಂಶವನ್ನು ತೆರವುಗೊಳಿಸು","ಖಾಸಗಿ ದತ್ತಾಂಶವನ್ನು ಅಳಿಸು",
"Close All","ಎಲ್ಲವನ್ನೂ ಮುಚ್ಚು","ಎಲ್ಲವನ್ನೂ ಮುಚ್ಚು",
"Close Tab","ಟ್ಯಾಬನ್ನು ಮುಚ್ಚು","ಜಾಲಪುಟವನ್ನು ಮುಚ್ಚು",
"Close Window","ವಿಂಡೊವನ್ನು ಮುಚ್ಚು","ಕಿಟಕಿಯನ್ನು ಮುಚ್ಚು",
"Color/Grayscale","ಬಣ್ಣ/ಗ್ರೇಸ್ಕೇಲ್","ಬಣ್ಣ / ಬೂದುಶ್ರೇಣಿ",
"Compare Documents","ದಸ್ತಾವೇಜುಗಳನ್ನು ಹೋಲಿಕೆ ಮಾಡು","ದಸ್ತಾವೇಜುಗಳನ್ನು ಹೋಲಿಸು",
"Conditional Formatting","ನಿಬಂಧಾತ್ಮಕವಾಗಿ ರೂಪಿಸುವಿಕೆ","ನಿಬಂಧನಗಳೊಂದಿಗೆ ವಿನ್ಯಾಸ",
"Configuration Editor","ಸಂರಚನಾ ಸಂಪಾದಕ","ಸಂರಚನ ಸಂಪಾದಕ",
"Connection Information","ಸಂಪರ್ಕ ಮಾಹಿತಿ","ಜೋಡಣೆ ಮಾಹಿತಿ",
"Convert to Task","ಕೆಲಸಕ್ಕೆ ಬದಲಾಯಿಸು","ಕಾರ್ಯಕ್ಕೆ ಪರಿವರ್ತಿಸು",
"Create Document","ದಸ್ತಾವೇಜನ್ನು ರಚಿಸು","ದಸ್ತಾವೇಜು ರಚಿಸು",
"Create Folder","ಕಡತಕೋಶವನ್ನು ರಚಿಸು","ಕಡತಕೋಶವನ್ನು ರಚಿಸು",
"Create Launcher","ಆರಂಭಕವನ್ನು ರಚಿಸು","ಆರಂಭಕವನ್ನು ರಚಿಸು",
"Create Rule","ನಿಯಮವನ್ನು ರಚಿಸು","ನಿಯಮವನ್ನು ರಚಿಸು",
"Cross-reference","ಪ್ರತಿ-ಉಲ್ಲೇಖ","ಅಡ್ಡ-ಉಲ್ಲೇಖ",
"Current Locale","ಪ್ರಸಕ್ತ ಲೊಕ್ಯಾಲ್","ಸದ್ಯದ ಪರಿಸರ",
"Current Profile","ಪ್ರಸಕ್ತ ಪ್ರೊಫೈಲ್","ಸದ್ಯದ ಪರಿಚೆ?",
"Current View","ಪ್ರಸಕ್ತ ನೋಟ","ಸದ್ಯದ ನೋಟ",
"Custom Animation","ಕಸ್ಟಮ್ ಚಿತ್ರಸಂಚಲನ","ಅಗತ್ಯಾನುಗುಣ ಚಿತ್ರಸಂಚಲನ",
"Day View","ದಿನದ ನೋಟ","ದಿನದ ನೋಟ",
"Debug Window","ದೋಷ ನಿದಾನ ವಿಂಡೊ","ದೋಷ ನಿದಾನ ಕಿಟಕಿ",
"Default Formatting","ಪೂರ್ವನಿಯೋಜಿತ ರೂಪಿಸುವಿಕೆ","ಪೂರ್ವನಿಯೋಜಿತ ವಿನ್ಯಾಸ",
"Default Printer","ಪೂರ್ವನಿಯೋಜಿತ ಮುದ್ರಕ","ಪೂರ್ವನಿಯೋಜಿತ ಮುದ್ರಕ",
"Define Range","ಶ್ರೇಣಿಯನ್ನು ಸೂಚಿಸು","ವ್ಯಾಪ್ತಿಯನ್ನು ಸೂಚಿಸು",
"Define Views","ನೋಟವನ್ನು ಸೂಚಿಸು","ನೋಟಗಳನ್ನು ಸೂಚಿಸು",
"Delete Cells","ಕೋಶಗಳನ್ನು ಅಳಿಸು","ಕೋಶಗಳನ್ನು ಅಳಿಸು",
"Delete Contents","ವಿಷಯಗಳನ್ನು ಅಳಿಸು","ಒಳಪಿಡಿಯನ್ನು ಅಳಿಸು",
"Delete Message","ಸಂದೇಶವನ್ನು ಅಳಿಸು","ಸಂದೇಶವನ್ನು ಅಳಿಸು",
"Delete Slide","ಜಾರುಫಲಕವನ್ನು ಅಳಿಸು","ಜಾರುಫಲಕವನ್ನು ಅಳಿಸು",
"Desktop Background","ಗಣಕತೆರೆ ಹಿನ್ನಲೆ","ಗಣಕತೆರೆ ಹಿನ್ನೆಲೆ",
"Desktop Effects","ಗಣಕತೆರೆ ಪರಿಣಾಮಗಳು","ಡೆಸ್ಕ್‍ಟಾಪ್ ಪರಿಣಾಮಗಳು",
"Detach Tab","ಟ್ಯಾಬನ್ನು ಕಳಚು","ಪುಟವನ್ನು ಬೇರ್ಪಡಿಸು",
"Digital Signatures","ಡಿಜಿಟಲ್ ಸಹಿಗಳು","ಆಂಕಿಕ ಸಹಿ",
"Document Statistics","ದಸ್ತಾವೇಜಿನ ಅಂಕಿಅಂಶಗಳು","ದಸ್ತಾವೇಜಿನ ಅಂಕಿಅಂಶಗಳು",
"DOM Inspector","DOM ಪರೀಕ್ಷಕ","DOM ಪರೀಕ್ಷಕ",
"Duplicate Slide","ಜಾರುಫಲಕದ ನಕಲುಪ್ರತಿ","ಜಾರುಫಲಕದ ಪ್ರತಿ",
"Edit Bookmarks","ಪುಟಗುರುತುಗಳನ್ನು ಸಂಪಾದಿಸಿ","ಪುಟಗುರುತುಗಳನ್ನು ಸಂಪಾದಿಸು",
"Empty Presentation","ಖಾಲಿ ಪ್ರಸ್ತುತಿ","ಖಾಲಿ ಮಂಡನೆ",
